"n","method","replication","beta_1"
250,"Two-step",172,1.45251096437588
250,"Two-step",173,1.60934286438428
250,"Two-step",174,1.22339004094891
250,"Two-step",175,1.28497632788838
250,"Two-step",176,1.44901122927566
250,"Two-step",177,1.45034461787197
250,"Two-step",178,1.4436877260181
250,"Two-step",179,1.38988114087759
250,"Two-step",180,1.53628054916147
250,"Two-step",181,1.47826455020468
250,"Two-step",182,1.33225126271397
250,"Two-step",183,1.32809089790434
250,"Two-step",184,1.82168940927173
250,"Two-step",185,1.50938389352066
250,"Two-step",186,1.68510058505648
250,"Two-step",187,1.33299229724211
250,"Two-step",188,1.48255816698937
250,"Two-step",189,1.36826635069714
250,"Two-step",190,2.19792845353638
250,"Two-step",191,1.66145650188697
250,"Two-step",192,1.71336764827233
250,"Two-step",193,1.78193785539795
250,"Two-step",194,1.38088547993746
250,"Two-step",195,1.37986616130372
250,"Two-step",196,1.34617218570276
250,"Two-step",197,1.13825756423961
250,"Two-step",198,1.53189332648421
250,"Two-step",199,1.42072854116449
250,"Two-step",200,1.69759207145417
250,"Two-step",201,1.89715423506094
250,"Two-step",202,1.75594691575228
250,"Two-step",203,1.4808975496985
250,"Two-step",204,1.6147029374338
250,"Two-step",205,1.582969378824
250,"Two-step",206,1.39446848324745
250,"Two-step",207,2.67969717198191
250,"Two-step",208,1.65509842850439
250,"Two-step",209,1.4540236350059
250,"Two-step",210,1.65229871269657
250,"Two-step",211,1.41472327129639
250,"Two-step",212,1.43729512766595
250,"Two-step",213,1.55689595114642
250,"Two-step",214,1.82767237719694
250,"Two-step",215,1.49410509360174
250,"Two-step",216,1.76753716968806
250,"Two-step",217,1.70022574649797
250,"Two-step",218,1.63828027937184
250,"Two-step",219,1.3642256329459
250,"Two-step",220,1.40661297006183
250,"Two-step",221,1.48555695183686
250,"Two-step",222,1.51720954509245
250,"Two-step",223,1.2985765903507
250,"Two-step",224,1.60738811672722
250,"Two-step",225,1.70780515449309
250,"Two-step",226,1.37753370684491
250,"Two-step",227,1.13590998688987
250,"Two-step",228,1.87410487608596
250,"Two-step",229,1.64161084275384
250,"Two-step",230,1.62711425147566
250,"Two-step",231,1.44059317321012
250,"Two-step",232,1.1280311680966
250,"Two-step",233,1.88750257362364
250,"Two-step",234,1.58185253344628
250,"Two-step",235,1.68451198366273
250,"Two-step",236,1.30246415270625
250,"Two-step",237,1.30606509979751
250,"Two-step",238,1.67561989986128
250,"Two-step",239,1.39894098549041
250,"Two-step",240,1.77741251432234
250,"Two-step",241,1.61611626556941
250,"Two-step",242,1.22094834106444
250,"Two-step",243,1.56210372946646
250,"Two-step",244,1.99686241410648
250,"Two-step",245,1.65684513864618
250,"Two-step",246,1.85139645880696
250,"Two-step",247,1.15493532111507
250,"Two-step",248,1.82253222659778
250,"Two-step",249,1.40297638639063
250,"Two-step",250,1.60333320043713
250,"Two-step",251,1.42884435940791
250,"Two-step",252,1.21442784200828
250,"Two-step",253,1.50205733839124
250,"Two-step",254,1.44766378458607
250,"Two-step",255,1.64434165870155
250,"Two-step",256,1.60911110913507
250,"Two-step",257,1.93628085654001
250,"Two-step",258,1.47132352011379
250,"Two-step",259,1.35862066069837
250,"Two-step",260,1.69719108855438
250,"Two-step",261,1.69408261420082
250,"Two-step",262,1.44023714627735
250,"Two-step",263,2.31566857766529
250,"Two-step",264,1.37434099919872
250,"Two-step",265,1.35214462087262
250,"Two-step",266,1.64138278469272
250,"Two-step",267,1.38743258594282
250,"Two-step",268,1.14826927535327
250,"Two-step",269,1.11977884766907
250,"Two-step",270,1.50189422410906
250,"Two-step",271,1.24722639550784
250,"Two-step",272,1.87836926083524
250,"Two-step",273,1.22048868778466
250,"Two-step",274,1.38767033422508
250,"Two-step",275,1.36250044575903
250,"Two-step",276,1.07337842741726
250,"Two-step",277,1.93118247796057
250,"Two-step",278,1.2406319416885
250,"Two-step",279,1.27434868507903
250,"Two-step",280,1.20207943838634
250,"Two-step",281,1.63800252598144
250,"Two-step",282,1.54475504024486
250,"Two-step",283,1.11697290762834
250,"Two-step",284,1.95160731628999
250,"Two-step",285,1.42858382652373
250,"Two-step",286,1.49776808421796
250,"Two-step",287,1.60915925767765
250,"Two-step",288,1.31076427223875
250,"Two-step",289,1.46959734588231
250,"Two-step",290,1.53458867594903
250,"Two-step",291,1.77436947391452
250,"Two-step",292,1.50329280135639
250,"Two-step",293,1.65625417135598
250,"Two-step",294,1.60371116837799
250,"Two-step",295,1.28194289289341
250,"Two-step",296,1.75264593639376
250,"Two-step",297,1.5573795871966
250,"Two-step",298,1.74487189474763
250,"Two-step",299,1.66867009198346
250,"Two-step",300,1.7620946994675
250,"Two-step",301,1.39700936837745
250,"Two-step",302,1.6266941241489
250,"Two-step",303,1.54254533162863
250,"Two-step",304,1.65078767512247
250,"Two-step",305,1.44589416532993
250,"Two-step",306,1.97202540265017
250,"Two-step",307,1.09090860663923
250,"Two-step",308,1.75681208214965
250,"Two-step",309,1.78278175119482
250,"Two-step",310,1.49867852502304
250,"Two-step",311,1.5202396665739
250,"Two-step",312,1.69285517597095
250,"Two-step",313,1.37660400168907
250,"Two-step",314,1.88624045355791
250,"Two-step",315,2.06694968488898
250,"Two-step",316,1.30981808578111
250,"Two-step",317,1.59700109092173
250,"Two-step",318,1.3261145934348
250,"Two-step",319,1.3207099272977
250,"Two-step",320,1.52675475395059
250,"Two-step",321,1.45641736933765
250,"Two-step",322,1.43332346779916
250,"Two-step",323,1.27369675164235
250,"Two-step",324,1.38313709533758
250,"Two-step",325,1.9789132425241
250,"Two-step",326,1.99834589716598
250,"Two-step",327,1.56387520647408
250,"Two-step",328,1.71910687103867
250,"Two-step",329,1.54247408105133
250,"Two-step",330,1.37294043964882
250,"Two-step",331,1.17070358140386
250,"Two-step",332,1.41691776158458
250,"Two-step",333,1.68920865019991
250,"Two-step",334,1.21680727858576
250,"Two-step",335,1.2621906888374
250,"Two-step",336,1.36835838018469
250,"Two-step",337,1.45025301102773
250,"Two-step",338,1.37777118094829
250,"Two-step",339,1.43694879104459
250,"Two-step",340,1.67489188404141
250,"Two-step",341,1.4637005333824
250,"Two-step",342,1.91678675319741
250,"Two-step",343,1.47395870406291
250,"Two-step",344,1.63485322429529
250,"Two-step",345,1.42611836374912
250,"Two-step",346,1.43535876131999
250,"Two-step",347,1.49733035923196
250,"Two-step",348,1.61824620630328
250,"Two-step",349,1.44422060236325
250,"Two-step",350,1.55297357171429
250,"Two-step",351,1.54254835824369
250,"Two-step",352,1.40759899616437
250,"Two-step",353,1.75873061361674
250,"Two-step",354,1.42892237527007
250,"Two-step",355,1.44676275481281
250,"Two-step",356,1.2889492976874
250,"Two-step",357,1.58174661052946
250,"Two-step",358,1.48790254988982
250,"Two-step",359,1.84169658209318
250,"Two-step",360,1.66915330410911
250,"Two-step",361,1.58836554443874
250,"Two-step",362,1.62574277595223
250,"Two-step",363,1.58655213022003
250,"Two-step",364,1.58202678360711
250,"Two-step",365,1.92635790499063
250,"Two-step",366,1.57810611689414
250,"Two-step",367,1.32618073439411
250,"Two-step",368,1.50237228478621
250,"Two-step",369,1.25374681816104
250,"Two-step",370,2.21198523279566
250,"Two-step",371,1.72857688562419
250,"Two-step",372,1.49600582765807
250,"Two-step",373,1.48770594217943
250,"Two-step",374,1.50446994583295
250,"Two-step",375,1.15693663872608
250,"Two-step",376,1.49264593830241
250,"Two-step",377,1.49807130527557
250,"Two-step",378,1.47311055951558
250,"Two-step",379,1.73672462215345
250,"Two-step",380,1.68276381490947
250,"Two-step",381,1.56274364317282
250,"Two-step",382,1.66201651045101
250,"Two-step",383,1.72304604763932
250,"Two-step",384,1.66279602218807
250,"Two-step",385,1.56272068553884
250,"Two-step",386,1.48689124217785
250,"Two-step",387,1.4714753890019
250,"Two-step",388,1.46119897488631
250,"Two-step",389,1.36447143166815
250,"Two-step",390,1.723940524488
250,"Two-step",391,1.55570886535692
250,"Two-step",392,1.6555830289084
250,"Two-step",393,1.55661893333376
250,"Two-step",394,1.59575947270197
250,"Two-step",395,1.39151404313779
250,"Two-step",396,1.39325859070606
250,"Two-step",397,1.37305300379335
250,"Two-step",398,1.82216728151447
250,"Two-step",399,1.48981026138745
250,"Two-step",400,1.61029929448312
250,"Two-step",401,1.08976234229315
250,"Two-step",402,1.34666545126895
250,"Two-step",403,1.54907353144696
250,"Two-step",404,1.35430408032864
250,"Two-step",405,1.68534955543531
250,"Two-step",406,1.1570286862571
250,"Two-step",407,1.75968378892666
250,"Two-step",408,1.43619057958745
250,"Two-step",409,1.40699811119446
250,"Two-step",410,1.42315112592857
250,"Two-step",411,1.64792150073929
250,"Two-step",412,1.47043079852514
250,"Two-step",413,1.38317246316724
250,"Two-step",414,1.65287039549473
250,"Two-step",415,1.60346952608493
250,"Two-step",416,1.29018403211183
250,"Two-step",417,1.34985377618407
250,"Two-step",418,1.54396048767639
250,"Two-step",419,1.59367126705133
250,"Two-step",420,1.38597222140452
250,"Two-step",421,1.36416799083668
250,"Two-step",422,1.13792278950756
250,"Two-step",423,1.37409371070231
250,"Two-step",424,1.75122557750755
250,"Two-step",425,1.4965296141876
250,"Two-step",426,1.69377317413751
250,"Two-step",427,1.64605429191245
250,"Two-step",428,1.3775330816838
250,"Two-step",429,1.76281775010075
250,"Two-step",430,1.1918054500654
250,"Two-step",431,1.55717927214311
250,"Two-step",432,1.62626079473388
250,"Two-step",433,1.66815656930623
250,"Two-step",434,2.02279646717077
250,"Two-step",435,1.34311789714738
250,"Two-step",436,1.49072681893751
250,"Two-step",437,1.79642926152744
250,"Two-step",438,1.6972859727483
250,"Two-step",439,1.5956616821754
250,"Two-step",440,1.52396978876064
250,"Two-step",441,1.46634803427993
250,"Two-step",442,1.25044228237619
250,"Two-step",443,1.43186150728751
250,"Two-step",444,1.22699261090508
250,"Two-step",445,1.45474919200192
250,"Two-step",446,1.58649442504552
250,"Two-step",447,1.43232344949375
250,"Two-step",448,1.55268816912072
250,"Two-step",449,1.33794513251152
250,"Two-step",450,1.53868400535207
250,"Two-step",451,1.46577762985989
250,"Two-step",452,1.62662487887898
250,"Two-step",453,1.65010304297134
250,"Two-step",454,1.56805558049139
250,"Two-step",455,1.50354545108451
250,"Two-step",456,1.42305710321946
250,"Two-step",457,1.73285642671314
250,"Two-step",458,1.36220356937765
250,"Two-step",459,1.44930007617914
250,"Two-step",460,1.50741515058146
250,"Two-step",461,1.51340505707005
250,"Two-step",462,1.53515485481428
250,"Two-step",463,1.13204759480818
250,"Two-step",464,1.39780655436017
250,"Two-step",465,1.82594321890039
250,"Two-step",466,1.33056501325513
250,"Two-step",467,1.58696596012821
250,"Two-step",468,1.54646721200487
250,"Two-step",469,1.4798520632698
250,"Two-step",470,1.23817207882883
250,"Two-step",471,1.32611301357394
250,"Two-step",472,1.48613285669016
250,"Two-step",473,1.64077827393667
250,"Two-step",474,1.58422843494274
250,"Two-step",475,1.52880577017499
250,"Two-step",476,1.38836363389024
250,"Two-step",477,1.59341480529394
250,"Two-step",478,1.67390344812833
250,"Two-step",479,1.49033661930284
250,"Two-step",480,1.70845962926666
250,"Two-step",481,1.67066203417306
250,"Two-step",482,1.64201535892333
250,"Two-step",483,1.39636263015254
250,"Two-step",484,1.71178383762943
250,"Two-step",485,1.84173718604749
250,"Two-step",486,1.1549172206612
250,"Two-step",487,1.51875893384692
250,"Two-step",488,1.57567593458739
250,"Two-step",489,1.40139269671871
250,"Two-step",490,1.68387810393595
250,"Two-step",491,1.12844959937286
250,"Two-step",492,1.10657598508253
250,"Two-step",493,1.44387676748841
250,"Two-step",494,1.71711833196104
250,"Two-step",495,1.96912401779387
250,"Two-step",496,1.81475393062521
250,"Two-step",497,1.80534282676842
250,"Two-step",498,1.71565546931584
250,"Two-step",499,1.71192143472572
250,"Two-step",500,1.67159268649627
250,"Two-step",501,1.48071301321868
250,"Two-step",502,1.58799299637325
250,"Two-step",503,1.67136193603588
250,"Two-step",504,1.28094821302391
250,"Two-step",505,1.46324808342065
250,"Two-step",506,1.60387125471722
250,"Two-step",507,1.38396432650294
250,"Two-step",508,1.3705085077964
250,"Two-step",509,1.3005763259386
250,"Two-step",510,1.52005541786135
250,"Two-step",511,1.59091608962489
250,"Two-step",512,1.27818770455472
250,"Two-step",513,1.42379915810966
250,"Two-step",514,1.60817415377004
250,"Two-step",515,1.4065050200297
250,"Two-step",516,2.09472883891238
250,"Two-step",517,2.00549863733775
250,"Two-step",518,1.59283949855104
250,"Two-step",519,1.55576003549012
250,"Two-step",520,1.54542380564627
250,"Two-step",521,1.62057716052371
250,"Two-step",522,1.5633760771709
250,"Two-step",523,1.73755825360133
250,"Two-step",524,1.712979410067
250,"Two-step",525,1.62669278164357
250,"Two-step",526,1.54962869682134
250,"Two-step",527,1.22483282282963
250,"Two-step",528,1.51552144135453
250,"Two-step",529,1.50609815776758
250,"Two-step",530,1.84702728853902
250,"Two-step",531,1.48901092083342
250,"Two-step",532,1.47275662129138
250,"Two-step",533,1.63494450554564
250,"Two-step",534,1.6066047670522
250,"Two-step",535,1.40841928775355
250,"Two-step",536,1.51986626507468
250,"Two-step",537,1.62524897614833
250,"Two-step",538,1.66661744113289
250,"Two-step",539,1.4106161940326
250,"Two-step",540,1.48625675243904
250,"Two-step",541,1.83414856614674
250,"Two-step",542,1.13337727779404
250,"Two-step",543,1.27829165817046
250,"Two-step",544,1.33473508835869
250,"Two-step",545,1.5193003158053
250,"Two-step",546,1.37377250659933
250,"Two-step",547,1.60546736927927
250,"Two-step",548,1.65081620364237
250,"Two-step",549,1.81098240308361
250,"Two-step",550,1.46432640706138
250,"Two-step",551,1.40256203270545
250,"Two-step",552,1.32249572456876
250,"Two-step",553,1.2489752653473
250,"Two-step",554,1.36258738031784
250,"Two-step",555,1.77789343527175
250,"Two-step",556,1.74592405502406
250,"Two-step",557,1.46701873250607
250,"Two-step",558,1.52319599293606
250,"Two-step",559,1.58952204428663
250,"Two-step",560,1.33268408355418
250,"Two-step",561,1.3219507570615
250,"Two-step",562,1.62269598291357
250,"Two-step",563,1.69449129162281
250,"Two-step",564,1.4665162840579
250,"Two-step",565,1.55665066201429
250,"Two-step",566,1.30922486853368
250,"Two-step",567,1.46055059213366
250,"Two-step",568,1.47913985284347
250,"Two-step",569,1.3842795749062
250,"Two-step",570,1.2721000538978
250,"Two-step",571,1.5613286325003
250,"Two-step",572,1.49468587544525
250,"Two-step",573,1.64092634082543
250,"Two-step",574,1.22743207215139
250,"Two-step",575,1.21453604357265
250,"Two-step",576,2.03431611770375
250,"Two-step",577,1.28708132971128
250,"Two-step",578,1.76470866667361
250,"Two-step",579,1.64572713673287
250,"Two-step",580,1.42676176545407
250,"Two-step",581,1.83155584044918
250,"Two-step",582,1.24623897692465
250,"Two-step",583,1.31767829085542
250,"Two-step",584,1.3757030920196
250,"Two-step",585,1.273278612393
250,"Two-step",586,1.56683712030631
250,"Two-step",587,1.10762345207955
250,"Two-step",588,1.42556581085044
250,"Two-step",589,1.22753390369214
250,"Two-step",590,1.53245118913122
250,"Two-step",591,1.38108728694321
250,"Two-step",592,1.11891751460481
250,"Two-step",593,1.52669306598842
250,"Two-step",594,1.35658637042628
250,"Two-step",595,1.44060278979155
250,"Two-step",596,1.64385388944601
250,"Two-step",597,1.58523708821985
250,"Two-step",598,1.34188931720344
250,"Two-step",599,1.42246783117344
250,"Two-step",600,1.5160959383411
250,"Two-step",601,1.65274240598011
250,"Two-step",602,1.67391258494177
250,"Two-step",603,1.40774606914624
250,"Two-step",604,1.26454749496905
250,"Two-step",605,1.56153427742989
250,"Two-step",606,1.83064846611142
250,"Two-step",607,1.57438811635511
250,"Two-step",608,1.71078306640788
250,"Two-step",609,1.53662783359253
250,"Two-step",610,1.68540027865573
250,"Two-step",611,1.5704051962485
250,"Two-step",612,1.65455390136142
250,"Two-step",613,1.89102515269838
250,"Two-step",614,1.18655093151891
250,"Two-step",615,1.53772983452986
250,"Two-step",616,1.82793219522327
250,"Two-step",617,1.68385350088062
250,"Two-step",618,1.40627255610922
250,"Two-step",619,1.71509023560352
250,"Two-step",620,1.47973976461129
250,"Two-step",621,1.40734836932929
250,"Two-step",622,1.39590900461544
250,"Two-step",623,1.79899563176475
250,"Two-step",624,1.20983903011789
250,"Two-step",625,1.43992228904549
250,"Two-step",626,1.45929675633721
250,"Two-step",627,1.35907029908712
250,"Two-step",628,1.48166157034785
250,"Two-step",629,1.37704646954435
250,"Two-step",630,1.32570437883445
250,"Two-step",631,1.73795114706417
250,"Two-step",632,1.95618711245487
250,"Two-step",633,1.47630678346309
250,"Two-step",634,1.59946665228012
250,"Two-step",635,1.52182427153933
250,"Two-step",636,1.252996768233
250,"Two-step",637,1.26182974958282
250,"Two-step",638,1.57382086842504
250,"Two-step",639,1.26814091599508
250,"Two-step",640,1.00263587226257
250,"Two-step",641,1.58144765089977
250,"Two-step",642,1.84733151005779
250,"Two-step",643,1.39939080890832
250,"Two-step",644,1.40691910539008
250,"Two-step",645,1.65085067601828
250,"Two-step",646,1.68247278891138
250,"Two-step",647,1.3987904758901
250,"Two-step",648,1.34094183525307
250,"Two-step",649,1.52966300252036
250,"Two-step",650,1.50606715284856
250,"Two-step",651,1.96855546409545
250,"Two-step",652,1.46713093736002
250,"Two-step",653,1.59677784281742
250,"Two-step",654,1.64923754606145
250,"Two-step",655,1.25408659237674
250,"Two-step",656,1.2906239789578
250,"Two-step",657,1.41566454991062
250,"Two-step",658,1.46886619376962
250,"Two-step",659,1.40095651637311
250,"Two-step",660,1.52621289848961
250,"Two-step",661,1.71716208389114
250,"Two-step",662,1.37782316696758
250,"Two-step",663,1.99829231262849
250,"Two-step",664,1.39751430219237
250,"Two-step",665,1.4714206595721
250,"Two-step",666,1.46222057507675
250,"Two-step",667,1.64208516091772
250,"Two-step",668,1.70017385577629
250,"Two-step",669,1.57791381710298
250,"Two-step",670,1.6429956868255
250,"Two-step",671,1.4879834787228
250,"Two-step",672,1.3711081607062
250,"Two-step",673,1.74410663033552
250,"Two-step",674,1.57271795632597
250,"Two-step",675,1.12039094105333
250,"Two-step",676,1.41538321463757
250,"Two-step",677,1.59725475210525
250,"Two-step",678,1.32887559974263
250,"Two-step",679,1.64664360606908
250,"Two-step",680,1.4848723346887
250,"Two-step",681,1.66109030415909
250,"Two-step",682,1.70827782171232
250,"Two-step",683,1.47233073063772
250,"Two-step",684,1.47183566332807
250,"Two-step",685,1.30578567202165
250,"Two-step",686,1.56300125027737
250,"Two-step",687,1.47614287094919
250,"Two-step",688,1.68549225169518
250,"Two-step",689,1.86895551193493
250,"Two-step",690,1.01250013506821
250,"Two-step",691,1.51234072622419
250,"Two-step",692,1.33384232868993
250,"Two-step",693,1.5118919216225
250,"Two-step",694,1.52553244968815
250,"Two-step",695,1.32333570108415
250,"Two-step",696,1.32243973524112
250,"Two-step",697,1.46003037952841
250,"Two-step",698,1.57421092933955
250,"Two-step",699,1.84607734206088
250,"Two-step",700,1.64716482952751
250,"Two-step",701,1.7540148042812
250,"Two-step",702,1.68444899453075
250,"Two-step",703,1.71509636473747
250,"Two-step",704,1.60614688787156
250,"Two-step",705,1.45435525710111
250,"Two-step",706,1.30381698854645
250,"Two-step",707,1.40759593989693
250,"Two-step",708,1.47607723963103
250,"Two-step",709,1.72752307967082
250,"Two-step",710,1.62841106065981
250,"Two-step",711,1.46152173753656
250,"Two-step",712,1.31226829496637
250,"Two-step",713,1.78215828818088
250,"Two-step",714,1.64106217536503
250,"Two-step",715,1.40291085887004
250,"Two-step",716,1.58704906809353
250,"Two-step",717,1.41625913432379
250,"Two-step",718,1.40054433425568
250,"Two-step",719,1.97290578286652
250,"Two-step",720,1.54235641193329
250,"Two-step",721,1.78863708342811
250,"Two-step",722,1.74653654913691
250,"Two-step",723,1.24970297759977
250,"Two-step",724,2.10195154595831
250,"Two-step",725,1.84382652923169
250,"Two-step",726,1.89671126245864
250,"Two-step",727,1.58840160226521
250,"Two-step",728,1.62433780152608
250,"Two-step",729,1.68141163054832
250,"Two-step",730,1.21426549705183
250,"Two-step",731,1.48337368159119
250,"Two-step",732,1.53920941156701
250,"Two-step",733,1.56438480670836
250,"Two-step",734,1.30262851074878
250,"Two-step",735,1.13942204816305
250,"Two-step",736,1.64713176456982
250,"Two-step",737,1.54453783551716
250,"Two-step",738,1.62508431131164
250,"Two-step",739,1.25184385061245
250,"Two-step",740,1.82010984049298
250,"Two-step",741,1.63105819413546
250,"Two-step",742,1.66230608360028
250,"Two-step",743,1.25814683807391
250,"Two-step",744,1.47279046162596
250,"Two-step",745,1.56307901860876
250,"Two-step",746,1.67903375299896
250,"Two-step",747,1.03865322723337
250,"Two-step",748,1.78227513481368
250,"Two-step",749,1.40445824910617
250,"Two-step",750,1.68757999127121
250,"Two-step",751,1.92676463925428
250,"Two-step",752,1.39234065284905
250,"Two-step",753,1.58571570974925
250,"Two-step",754,1.49004515404314
250,"Two-step",755,1.54106423542461
250,"Two-step",756,1.43569043145593
250,"Two-step",757,1.94029464613266
250,"Two-step",758,1.71452215625978
250,"Two-step",759,1.59674953838168
250,"Two-step",760,1.72342770019771
250,"Two-step",761,1.5333812883639
250,"Two-step",762,1.52980349111744
250,"Two-step",763,1.49627759797662
250,"Two-step",764,1.22034706970323
250,"Two-step",765,1.4639548422764
250,"Two-step",766,1.73715448614254
250,"Two-step",767,1.5439130278064
250,"Two-step",768,1.44260566594321
250,"Two-step",769,1.7640602255208
250,"Two-step",770,1.36981976033364
250,"Two-step",771,1.77170487325327
250,"Two-step",772,1.80944266762063
250,"Two-step",773,1.56336415708939
250,"Two-step",774,1.40500280049105
250,"Two-step",775,1.57192114993178
250,"Two-step",776,1.28669575861428
250,"Two-step",777,1.57240718870741
250,"Two-step",778,1.2869274686304
250,"Two-step",779,1.5699578302155
250,"Two-step",780,1.72577108211012
250,"Two-step",781,1.27943090868428
250,"Two-step",782,1.4126908578929
250,"Two-step",783,1.81348891327217
250,"Two-step",784,1.84325178386965
250,"Two-step",785,1.25997417166686
250,"Two-step",786,1.43916352244869
250,"Two-step",787,1.9270812978089
250,"Two-step",788,1.62802780598783
250,"Two-step",789,1.54559110845758
250,"Two-step",790,1.50740428442996
250,"Two-step",791,1.44781608471558
250,"Two-step",792,1.60293358582501
250,"Two-step",793,1.41366425840317
250,"Two-step",794,1.64621632334508
250,"Two-step",795,1.2314410593446
250,"Two-step",796,1.30031854122856
250,"Two-step",797,1.71552984678591
250,"Two-step",798,1.61956996858063
250,"Two-step",799,1.17523864816536
250,"Two-step",800,1.53754146727823
250,"Two-step",801,1.66822975813518
250,"Two-step",802,1.58110039423214
250,"Two-step",803,1.44836593093866
250,"Two-step",804,1.37146204030262
250,"Two-step",805,1.13132884786265
250,"Two-step",806,1.75597499566934
250,"Two-step",807,1.33656135499749
250,"Two-step",808,0.887941155625747
250,"Two-step",809,1.50002947906285
250,"Two-step",810,1.64404383927148
250,"Two-step",811,1.65035690497018
250,"Two-step",812,1.2603298320058
250,"Two-step",813,1.84434690180655
250,"Two-step",814,1.39078694947112
250,"Two-step",815,1.67169453707823
250,"Two-step",816,1.87516162004335
250,"Two-step",817,1.46805317692955
250,"Two-step",818,1.63794124771477
250,"Two-step",819,1.77673435093865
250,"Two-step",820,1.60624419140284
250,"Two-step",821,1.37202958009866
250,"Two-step",822,1.66930337991736
250,"Two-step",823,1.14558852592778
250,"Two-step",824,1.41750262063007
250,"Two-step",825,1.42754289548851
250,"Two-step",826,1.66700712910594
250,"Two-step",827,1.36540948360343
250,"Two-step",828,1.08443285335073
250,"Two-step",829,1.75024969115453
250,"Two-step",830,1.65942318361918
250,"Two-step",831,2.2448737087677
250,"Two-step",832,1.34733017642996
250,"Two-step",833,1.69533813528744
250,"Two-step",834,1.49421924517069
250,"Two-step",835,1.3949713864986
250,"Two-step",836,1.46210060666779
250,"Two-step",837,1.31713512366372
250,"Two-step",838,1.35957546554499
250,"Two-step",839,1.27623893478884
250,"Two-step",840,1.50027214715913
250,"Two-step",841,1.27223811841454
250,"Two-step",842,1.39403547436878
250,"Two-step",843,1.50310051686309
250,"Two-step",844,1.82270254822299
250,"Two-step",845,1.44772717966244
250,"Two-step",846,1.68027283923628
250,"Two-step",847,1.78728452517557
250,"Two-step",848,1.46599477837612
250,"Two-step",849,1.48472887759156
250,"Two-step",850,1.32552947075877
250,"Two-step",851,1.70479521644963
250,"Two-step",852,1.39729772211596
250,"Two-step",853,1.35682238119759
250,"Two-step",854,1.49179481107395
250,"Two-step",855,1.37596244902509
250,"Two-step",856,1.42386440754484
250,"Two-step",857,1.57666568669472
250,"Two-step",858,1.73260217975799
250,"Two-step",859,1.33952661333542
250,"Two-step",860,1.8121369527351
250,"Two-step",861,1.23116000586621
250,"Two-step",862,1.23385318648221
250,"Two-step",863,1.65443672208361
250,"Two-step",864,1.48913500243129
250,"Two-step",865,1.33260698384549
250,"Two-step",866,1.84257922204618
250,"Two-step",867,1.48407263591766
250,"Two-step",868,1.49309075338789
250,"Two-step",869,1.23166852625835
250,"Two-step",870,1.61534106942109
250,"Two-step",871,1.30285323528248
250,"Two-step",872,1.37876480063466
250,"Two-step",873,2.09562651085631
250,"Two-step",874,1.31929228758782
250,"Two-step",875,1.86690283033233
250,"Two-step",876,1.18672504957592
250,"Two-step",877,1.46901518001249
250,"Two-step",878,1.6396805140589
250,"Two-step",879,1.38987867769508
250,"Two-step",880,1.80258320841054
250,"Two-step",881,1.52676870917785
250,"Two-step",882,1.55575316421215
250,"Two-step",883,1.57000578441501
250,"Two-step",884,1.74469280438775
250,"Two-step",885,1.36970200099442
250,"Two-step",886,1.30920687354493
250,"Two-step",887,1.41651249975513
250,"Two-step",888,1.46640548396035
250,"Two-step",889,1.99868096723065
250,"Two-step",890,1.70386904314098
250,"Two-step",891,1.32688789201459
250,"Two-step",892,1.12241404673602
250,"Two-step",893,1.2387310098217
250,"Two-step",894,1.65830775410917
250,"Two-step",895,1.53937429114492
250,"Two-step",896,1.11681721890645
250,"Two-step",897,1.33174779078405
250,"Two-step",898,1.4671229645932
250,"Two-step",899,1.94478091660708
250,"Two-step",900,1.53016096025005
250,"Two-step",901,1.07769153150911
250,"Two-step",902,1.58626340073308
250,"Two-step",903,1.94879560641366
250,"Two-step",904,1.59132352037583
250,"Two-step",905,2.22500807464314
250,"Two-step",906,1.5658681503683
250,"Two-step",907,1.78208272215429
250,"Two-step",908,1.67206210091785
250,"Two-step",909,1.12908614892587
250,"Two-step",910,1.29360014933543
250,"Two-step",911,1.43573330475798
250,"Two-step",912,1.46591574094302
250,"Two-step",913,1.67533935039753
250,"Two-step",914,1.78161703140976
250,"Two-step",915,1.09177177701285
250,"Two-step",916,1.69579528661798
250,"Two-step",917,1.81172863358618
250,"Two-step",918,1.53213915844641
250,"Two-step",919,1.56876069467048
250,"Two-step",920,1.57239105191481
250,"Two-step",921,1.36620568855247
250,"Two-step",922,1.74210154132434
250,"Two-step",923,1.81653409996223
250,"Two-step",924,1.38930829873203
250,"Two-step",925,1.45785579136353
250,"Two-step",926,1.66996747696469
250,"Two-step",927,1.44074932418221
250,"Two-step",928,1.51429065090745
250,"Two-step",929,1.69047344084891
250,"Two-step",930,1.3742815124939
250,"Two-step",931,1.12792660977138
250,"Two-step",932,1.36268267672526
250,"Two-step",933,1.70979818276221
250,"Two-step",934,1.26355477525565
250,"Two-step",935,1.6423832566262
250,"Two-step",936,1.64862368283193
250,"Two-step",937,1.63152431847548
250,"Two-step",938,1.27165759528007
250,"Two-step",939,1.36470627072638
250,"Two-step",940,2.03555676380889
250,"Two-step",941,1.34432363840744
250,"Two-step",942,1.74050663599957
250,"Two-step",943,1.48853734348457
250,"Two-step",944,1.51012690501863
250,"Two-step",945,1.32900309310656
250,"Two-step",946,1.31896548760233
250,"Two-step",947,1.50071401792569
250,"Two-step",948,1.74516280128895
